Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,Educational Option Type,NSLP Provision Status,Charter School,Charter Number,Charter Funding Type,IRC,Low Grade,High Grade,total_enrolled,frpm,foster,homeless,migrant,direct_cert,unduplicated_frpm,english_learner,CALPADS Unduplicated Pupil Count (UPC),CALPADS Fall 1 Certification Status (Y/N)
2018-2019,33,67199,0133579,Riverside,Perris Elementary,Clearwater Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,692,521,,,,,,,,
2018-2019,33,67199,6032502,Riverside,Perris Elementary,Good Hope Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,592,537,,,,,,,,
2018-2019,33,67199,6032510,Riverside,Perris Elementary,Perris Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,752,674,,,,,,,,
2018-2019,33,67199,6105571,Riverside,Perris Elementary,Innovative Horizons Charter,Elementary School District,Elementary Schools (Public),Traditional,CEP,Yes,1294,Locally funded,N,K,8,934,658,,,,,,,,
2018-2019,33,67199,6111843,Riverside,Perris Elementary,Palms Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,828,646,,,,,,,,
2018-2019,33,67199,6120547,Riverside,Perris Elementary,Enchanted Hills Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,503,434,,,,,,,,
2018-2019,33,67207,0000001,Riverside,Perris Union High,"Nonpublic, Nonsectarian Schools",High School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20,4,,,,,,,,
2018-2019,33,67207,0101170,Riverside,Perris Union High,California Military Institute,High School District,K-12 Schools (Public),Traditional,CEP,Yes,0529,Locally funded,N,5,12,"1,049",769,,,,,,,,
2018-2019,33,67207,0113191,Riverside,Perris Union High,Heritage High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,875","1,625",,,,,,,,
2018-2019,33,67207,0134981,Riverside,Perris Union High,Scholar Plus Online Learning,High School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,7,12,68,39,,,,,,,,
2018-2019,33,67207,0137620,Riverside,Perris Union High,Pathways for Adult Life Skills,High School District,Special Education Schools (Public),Special Education School,N/A,No ,N/A,N/A,N,12,12,83,71,,,,,,,,
2018-2019,33,67207,3330172,Riverside,Perris Union High,Perris Lake High (Continuation),High School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,213,139,,,,,,,,
2018-2019,33,67207,3330727,Riverside,Perris Union High,Paloma Valley High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"3,146","1,196",,,,,,,,
2018-2019,33,67207,3335973,Riverside,Perris Union High,Perris High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,245","1,723",,,,,,,,
2018-2019,33,67207,6106223,Riverside,Perris Union High,Pinacate Middle,High School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,7,8,"1,194","1,008",,,,,,,,
2018-2019,33,67215,0000001,Riverside,Riverside Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,46,19,,,,,,,,
2018-2019,33,67215,0100545,Riverside,Riverside Unified,Lake Mathews Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,831,194,,,,,,,,
2018-2019,33,67215,0111252,Riverside,Riverside Unified,Mark Twain Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,"1,055",331,,,,,,,,
2018-2019,33,67215,0114181,Riverside,Riverside Unified,Patricia Beatty Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,P,6,608,453,,,,,,,,
2018-2019,33,67215,0115709,Riverside,Riverside Unified,Riverside Virtual,Unified School District,K-12 Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,12,117,35,,,,,,,,
2018-2019,33,67215,0119180,Riverside,Riverside Unified,Frank Augustus Miller Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,8,"1,033",355,,,,,,,,
2018-2019,33,67215,0126128,Riverside,Riverside Unified,REACH Leadership STEAM Academy,Unified School District,Elementary Schools (Public),Traditional,N/A,Yes,1409,Directly funded,N,K,6,573,303,,,,,,,,
2018-2019,33,67215,0131359,Riverside,Riverside Unified,Riverside STEM Academy,Unified School District,K-12 Schools (Public),Traditional,N/A,No ,N/A,N/A,N,5,12,663,158,,,,,,,,
2018-2019,33,67215,0132498,Riverside,Riverside Unified,Encore High School for the Arts - Riverside,Unified School District,High Schools (Public),Traditional,N/A,Yes,1747,Directly funded,Y,7,12,872,261,,,,,,,,
2018-2019,33,67215,3330024,Riverside,Riverside Unified,Arlington High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,928","1,142",,,,,,,,
2018-2019,33,67215,3330362,Riverside,Riverside Unified,Summit View Independent Study,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,K,12,253,129,,,,,,,,
2018-2019,33,67215,3330511,Riverside,Riverside Unified,Opportunity Program,Unified School District,Opportunity Schools,Opportunity School,N/A,No ,N/A,N/A,N,7,12,42,33,,,,,,,,
2018-2019,33,67215,3330677,Riverside,Riverside Unified,Raincross High (Continuation),Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,143,97,,,,,,,,
2018-2019,33,67215,3330859,Riverside,Riverside Unified,Martin Luther King Jr. High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"3,071",786,,,,,,,,
2018-2019,33,67215,3334406,Riverside,Riverside Unified,John W. North High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,228","1,418",,,,,,,,
2018-2019,33,67215,3336237,Riverside,Riverside Unified,Polytechnic High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,465","1,155",,,,,,,,
2018-2019,33,67215,3336492,Riverside,Riverside Unified,Ramona High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,157","1,448",,,,,,,,
2018-2019,33,67215,3336955,Riverside,Riverside Unified,Abraham Lincoln Continuation,Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,197,158,,,,,,,,
2018-2019,33,67215,6032528,Riverside,Riverside Unified,Adams Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,P,6,539,377,,,,,,,,
2018-2019,33,67215,6032536,Riverside,Riverside Unified,Alcott Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,761,389,,,,,,,,
2018-2019,33,67215,6032544,Riverside,Riverside Unified,Bryant Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,441,251,,,,,,,,
2018-2019,33,67215,6032569,Riverside,Riverside Unified,Castle View Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,647,272,,,,,,,,
2018-2019,33,67215,6032577,Riverside,Riverside Unified,Emerson Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,P,6,740,513,,,,,,,,
2018-2019,33,67215,6032585,Riverside,Riverside Unified,Fremont Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,P,6,552,454,,,,,,,,
2018-2019,33,67215,6032601,Riverside,Riverside Unified,Harrison Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,493,273,,,,,,,,
2018-2019,33,67215,6032619,Riverside,Riverside Unified,Hawthorne Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,P,6,736,464,,,,,,,,
2018-2019,33,67215,6032627,Riverside,Riverside Unified,Highgrove Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,P,6,761,660,,,,,,,,
2018-2019,33,67215,6032635,Riverside,Riverside Unified,Highland Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,P,6,704,577,,,,,,,,
2018-2019,33,67215,6032650,Riverside,Riverside Unified,Jackson Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,P,6,740,589,,,,,,,,
2018-2019,33,67215,6032668,Riverside,Riverside Unified,Jefferson Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,P,6,993,729,,,,,,,,
2018-2019,33,67215,6032684,Riverside,Riverside Unified,Liberty Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,P,6,725,581,,,,,,,,
2018-2019,33,67215,6032692,Riverside,Riverside Unified,Longfellow Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,P,6,741,668,,,,,,,,
2018-2019,33,67215,6032700,Riverside,Riverside Unified,Madison Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,P,6,730,570,,,,,,,,
2018-2019,33,67215,6032718,Riverside,Riverside Unified,Magnolia Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,P,6,614,318,,,,,,,,
2018-2019,33,67215,6032726,Riverside,Riverside Unified,Monroe Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,P,6,646,455,,,,,,,,
2018-2019,33,67215,6032734,Riverside,Riverside Unified,Mountain View Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,P,6,833,553,,,,,,,,
2018-2019,33,67215,6032742,Riverside,Riverside Unified,Pachappa Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,P,6,760,449,,,,,,,,
2018-2019,33,67215,6032767,Riverside,Riverside Unified,Sunshine Special Education,Unified School District,Special Education Schools (Public),Special Education School,N/A,No ,N/A,N/A,N,P,12,74,39,,,,,,,,
2018-2019,33,67215,6032775,Riverside,Riverside Unified,Victoria Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,575,351,,,,,,,,
2018-2019,33,67215,6032783,Riverside,Riverside Unified,Washington Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,876,451,,,,,,,,
2018-2019,33,67215,6059125,Riverside,Riverside Unified,Central Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,8,684,463,,,,,,,,
2018-2019,33,67215,6059133,Riverside,Riverside Unified,Matthew Gage Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,8,"1,014",509,,,,,,,,
2018-2019,33,67215,6059141,Riverside,Riverside Unified,Sierra Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,8,871,618,,,,,,,,
2018-2019,33,67215,6059158,Riverside,Riverside Unified,University Heights Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,7,8,850,718,,,,,,,,
2018-2019,33,67215,6061790,Riverside,Riverside Unified,Chemawa Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,8,951,705,,,,,,,,
2018-2019,33,67215,6099188,Riverside,Riverside Unified,Woodcrest Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,660,291,,,,,,,,
2018-2019,33,67215,6107957,Riverside,Riverside Unified,William Howard Taft Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,657,414,,,,,,,,
2018-2019,33,67215,6109011,Riverside,Riverside Unified,Benjamin Franklin Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,819,181,,,,,,,,
2018-2019,33,67215,6112668,Riverside,Riverside Unified,Amelia Earhart Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,8,926,257,,,,,,,,
2018-2019,33,67215,6112676,Riverside,Riverside Unified,Tomas Rivera Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,740,224,,,,,,,,
2018-2019,33,67215,6120075,Riverside,Riverside Unified,John F. Kennedy Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,"1,018",301,,,,,,,,
2018-2019,33,67231,0000001,Riverside,Romoland Elementary,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,2,,,,,,,,
2018-2019,33,67231,0113746,Riverside,Romoland Elementary,Mesa View Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,891,267,,,,,,,,
2018-2019,33,67231,0114066,Riverside,Romoland Elementary,Ethan A Chase Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,"1,333",823,,,,,,,,
2018-2019,33,67231,0127761,Riverside,Romoland Elementary,Boulder Ridge Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,655,401,,,,,,,,
2018-2019,33,67231,6032791,Riverside,Romoland Elementary,Romoland Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,493,379,,,,,,,,
2018-2019,33,67231,6109581,Riverside,Romoland Elementary,Harvest Valley Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,714,588,,,,,,,,
2018-2019,33,67249,0000001,Riverside,San Jacinto Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27,13,,,,,,,,
2018-2019,33,67249,0102715,Riverside,San Jacinto Unified,Estudillo Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,675,439,,,,,,,,
2018-2019,33,67249,0102723,Riverside,San Jacinto Unified,"Clayton A. Record, Jr., Elementary",Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,554,403,,,,,,,,
2018-2019,33,67249,0121319,Riverside,San Jacinto Unified,Megan Cope Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,"1,010",641,,,,,,,,
2018-2019,33,67249,0123844,Riverside,San Jacinto Unified,San Jacinto Leadership Academy - Magnet,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,6,8,349,189,,,,,,,,
2018-2019,33,67249,3331006,Riverside,San Jacinto Unified,Mountain Heights Academy,Unified School District,K-12 Schools (Public),Traditional,N/A,No ,N/A,N/A,N,1,12,144,102,,,,,,,,
2018-2019,33,67249,3337649,Riverside,San Jacinto Unified,Mountain View High,Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,250,183,,,,,,,,
2018-2019,33,67249,3337656,Riverside,San Jacinto Unified,San Jacinto High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"2,676","1,749",,,,,,,,
2018-2019,33,67249,6032809,Riverside,San Jacinto Unified,Hyatt Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,416,369,,,,,,,,
2018-2019,33,67249,6032817,Riverside,San Jacinto Unified,San Jacinto Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,525,489,,,,,,,,
2018-2019,33,67249,6059166,Riverside,San Jacinto Unified,Monte Vista Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,6,8,916,663,,,,,,,,
2018-2019,33,67249,6106884,Riverside,San Jacinto Unified,De Anza Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,688,493,,,,,,,,
2018-2019,33,67249,6109490,Riverside,San Jacinto Unified,Park Hill Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,846,663,,,,,,,,
2018-2019,33,67249,6114748,Riverside,San Jacinto Unified,San Jacinto Valley Academy,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,0129,Directly funded,Y,K,12,"1,436",647,,,,,,,,
2018-2019,33,67249,6115125,Riverside,San Jacinto Unified,North Mountain Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,6,8,"1,056",776,,,,,,,,
2018-2019,33,73676,0100248,Riverside,Coachella Valley Unified,Las Palmitas Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,603,558,,,,,,,,
2018-2019,33,73676,0100255,Riverside,Coachella Valley Unified,Desert Mirage High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"1,997","1,791",,,,,,,,
2018-2019,33,73676,0100263,Riverside,Coachella Valley Unified,Toro Canyon Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,7,8,"1,122","1,044",,,,,,,,
2018-2019,33,73676,0112649,Riverside,Coachella Valley Unified,Coral Mountain Academy,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,908,662,,,,,,,,
2018-2019,33,73676,0113753,Riverside,Coachella Valley Unified,Bobby Duke Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,7,8,777,715,,,,,,,,
2018-2019,33,73676,0121673,Riverside,Coachella Valley Unified,NOVA Academy - Coachella,Unified School District,High Schools (Public),Traditional,N/A,Yes,1188,Directly funded,Y,9,12,226,180,,,,,,,,
2018-2019,33,73676,3330032,Riverside,Coachella Valley Unified,La Familia Continuation High,Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,10,12,132,124,,,,,,,,
2018-2019,33,73676,3330354,Riverside,Coachella Valley Unified,West Shores High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,7,12,507,438,,,,,,,,
2018-2019,33,73676,3330990,Riverside,Coachella Valley Unified,Coachella Valley High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"2,659","2,172",,,,,,,,
2018-2019,33,73676,6031694,Riverside,Coachella Valley Unified,Valle del Sol Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,777,697,,,,,,,,
2018-2019,33,73676,6031702,Riverside,Coachella Valley Unified,Palm View Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,479,440,,,,,,,,
2018-2019,33,73676,6031710,Riverside,Coachella Valley Unified,Peter Pendleton Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,529,482,,,,,,,,
2018-2019,33,73676,6031728,Riverside,Coachella Valley Unified,Valley View Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,643,553,,,,,,,,
2018-2019,33,73676,6032254,Riverside,Coachella Valley Unified,Mecca Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,764,712,,,,,,,,
2018-2019,33,73676,6032361,Riverside,Coachella Valley Unified,Oasis Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,649,621,,,,,,,,
